,address,name,longitude,latitude
687,"['12 Cliff Ave', 'Tupper Lake, NY 12986-1719 | Map']",Big Tupper Brewing,0.0,0.0
688,"['1296 Battlefield Blvd S', 'Chesapeake, VA 23322-4378 | Map']",Big Ugly Brewing Co,0.0,0.0
689,"['24 Robie Rd', 'Salisbury, NH 03268-5423 | Map']",Big Water Brewery,0.0,0.0
690,"['2222 4th St Ste REAR', 'White Bear Lake, MN 55110-3045 | Map']",Big Wood Brewery,0.0,0.0
691,"['2222 4th Street', 'White Bear Lake, MN 55110 | Map']",Big Woods Brewery,0.0,0.0
692,"['473 Bigelow Hill Rd', 'Skowhegan, ME 04976-5126 | Map']",Bigelow Brewing Company,0.0,0.0
693,"['124 2nd Ave NW', 'Mount Vernon, IA 52314 | Map']",Big's BBQ Brewpub,0.0,0.0
694,"['2534 Industrial Blvd Ste 110', 'West Sacramento, CA 95691-3471 | Map']",Bike Dog Brewing Co,0.0,0.0
695,"['410 SW A St Ste 6', 'Bentonville, AR 72712-5839 | Map']",Bike Rack Brewing Co,0.0,0.0
696,"['801 SE 8th St', 'Bentonville, AR 72712-6409 | Map']",Bike Rack Brewing Co - 8th Street Market,0.0,0.0
697,"['101 Loudoun St SE', 'Leesburg, VA 20175-3106 | Map']",Bike TrAle Brewing,0.0,0.0
698,"['5700 Interstate Blvd', 'Austintown, OH 44515-1170 | Map']",Biker Brew House,0.0,0.0
699,"['3307 Stadium Dr', 'Kalamazoo, MI 49008-1528 | Map']",Bilbo's Pizza and Brewery,0.0,0.0
700,"['4238 Market St.', 'Wilmington, NC 28403 | Map']",Bill's Brewing Co.,0.0,0.0
701,"['4238 Market St', 'Wilmington, NC 28403-1409 | Map']",Bill's Front Porch Pub and Brewery,0.0,0.0
702,"['188 N Hemlock St', 'Cannon Beach, OR 97110-3037 | Map']",Bill's Tavern and Brewhouse,0.0,0.0
703,"['2054 Jamestown Rd', 'Williamsburg, VA 23185-7911 | Map']",Billsburg Brewery,0.0,0.0
704,"['18720 Pleasant St Stop 4', 'Brookfield, WI 53045-3447 | Map']",Biloba Brewing,0.0,0.0
705,"['186 Bohn St', 'Biloxi, MS 39530-3812 | Map']",Biloxi Brewing Co,0.0,0.0
706,"['2027 25th St SE', 'Salem, OR 97302-1130 | Map']",Bine Valley Brewing,0.0,0.0
707,"['15 Avenue B', 'Johnson City, NY 13790-2234 | Map']",Binghamton Brewing Co,0.0,0.0
708,"['1310 Wayzata Blvd', 'Long Lake, MN 55356-8314 | Map']",Birch's On the Lake,0.0,0.0
709,"['322 Elm St', 'Ludlow, KY 41016-1451 | Map']",Bircus Brewing,0.0,0.0
710,"['242 Heinlen St', 'Lemoore, CA 93245-2947 | Map']",Bird Street Brewing,0.0,0.0
711,"['210 E Collins Rd', 'Fort Wayne, IN 46825-5304 | Map']",Birdboy Brewing Co,0.0,0.0
712,"['16 S Main St', 'Columbiana, OH 44408-1348 | Map']",BirdFish Brewing Co,0.0,0.0
713,"['1320 Hampton Avenue Ext', 'Greenville, SC 29601-1012 | Map']",Birds Fly South Ale Project,0.0,0.0
714,"['1016 N Davidson St', 'Charlotte, NC 28206-3371 | Map']",Birdsong Brewing Co.,0.0,0.0
715,"['38302 State Route 20', 'Concrete, WA 98237-9460 | Map']",BirdsView Brewing Co,0.0,0.0
716,"['183 Riverside Ave', 'Red Bank, NJ 07701-1015 | Map']",Birravino,0.0,0.0
717,"['200 5th Ave Fl 14', 'New York, NY 10010-3302 | Map']",Birreria @ Eataly,0.0,0.0
718,"['43 E Ohio St', 'Chicago, IL 60611-2701 | Map']",Birreria @ Eataly,0.0,0.0
719,"['57 S Main St', 'Nazareth, PA 18064-2037 | Map']",Birthright Brewing Co.,0.0,0.0
720,"['8000 NW 25th St Ste 500', 'Miami, FL 33122-1631 | Map']",Biscayne Bay Brewing Co,0.0,0.0
721,"['1100 Canada Ave. Suite 1', 'Bismark, ND 58503 | Map']",Bismarck Brewing,0.0,0.0
722,"['4 Thompsons Pt Ste 108', 'Portland, ME 04102-2639 | Map']",Bissell Brothers Brewing,0.0,0.0
723,"['3118 Central Ave SE', 'Albuquerque, NM 87106-2216 | Map']",Bistronomy B2B Craft Brewery,0.0,0.0
724,"['4170 Morena Blvd Ste F', 'San Diego, CA 92117-5252 | Map']",Bitter Brothers Brewing Co.,0.0,0.0
725,"['604 Broadway St', 'Rock Springs, WY 82901-6348 | Map']",Bitter Creek Brewing Co,0.0,0.0
726,"['12855 E Old US Hwy 12', 'Chelsea, MI 48118-9229 | Map']",Bitter Old Fecker Rustic Ales,0.0,0.0
727,"['101 Marcus St', 'Hamilton, MT 59840-2541 | Map']",Bitter Root Brewing Co,0.0,0.0
728,"['15103 Surveyor Blvd', 'Addison, TX 75001-4316 | Map']",Bitter Sisters Brewing Company,0.0,0.0
729,"['191 S Oak Park Blvd Ste 3', 'Grover Beach, CA 93433-2265 | Map']","Bittersweet Brewing Company, LLC",0.0,0.0
730,"['1690 28th St', 'Boulder, CO 80301- | Map']",BJs Restaurant & Brewery - Boulder,0.0,0.0
731,"['600 Brea Mall Dr', 'Brea, CA 92821-5764 | Map']",BJs Restaurant & Brewery - Brea,0.0,0.0
732,"['3155 W Chandler Blvd', 'Chandler, AZ 85226-5175 | Map']",BJs Restaurant & Brewery - Chandler,0.0,0.0
733,"['13999 S Virginia St', 'Reno, NV 89511-8917 | Map']",BJs Restaurant & Brewery - Reno,0.0,0.0
734,"['2917 E Eastland Ctr Dr', 'West Covina, CA 91791-1603 | Map']",BJs Restaurant & Brewery - West Covina,0.0,0.0
735,"['633 E 63rd St', 'Kansas City, MO 64110 | Map']",BKS Artisan Ales,0.0,0.0
736,"['5632 E Washington St', 'Indianapolis, IN 46219-6428 | Map']",Black Acre Brewing Co,0.0,0.0
737,"['19 Mill St Ste 4', 'Orono, ME 04473-4095 | Map']",Black Bear Brewery,0.0,0.0
738,"['1611 S College Ave Ste STE1609', 'Fort Collins, CO 80525-1074 | Map']",Black Bottle Brewery,0.0,0.0
739,"['421 E Beale St', 'Kingman, AZ 86401-5833 | Map']",Black Bridge Brewery,0.0,0.0
740,"['619 Monroe St', 'Toledo, OH 43604-1015 | Map']",Black Cloister Brewing Co,0.0,0.0
741,"['1444 N Batavia St', 'Orange, CA 92867-3505 | Map']",Black Cock Brewing Company,0.0,0.0
742,"['111 Depot St', 'Roxboro, NC 27573-5503 | Map']",Black Creek Brewery,0.0,0.0
743,"['452 Old Mammoth Rd, #104', 'Mammoth Lakes, CA 93546 | Map']",Black Doubt Brewing Company,0.0,0.0
744,"['1600 25th Ave NE', 'Black Eagle, MT 59414-1070 | Map']",Black Eagle Brewery,0.0,0.0
745,"['1261 E Munger Rd', 'Tecumseh, MI 49286-8714 | Map']",Black Fire Winery,0.0,0.0
746,"['9315 Snowden River Pkwy', 'Columbia, MD 21046-2091 | Map']",Black Flag Brewing Company,0.0,0.0
747,"['2015 New Hwy', 'Farmingdale, NY 11735-1103 | Map']",Black Forest Brew Haus,0.0,0.0
748,"['301 W Main St', 'Ephrata, PA 17522-1713 | Map']",Black Forest Brewery,0.0,0.0
749,"['11590 Black Forest Rd Ste 50', 'Colorado Springs, CO 80908-6000 | Map']",Black Forest Brewing Company,0.0,0.0
750,"['831 S McCord Rd', 'Holland, OH 43528-8746 | Map']",Black Frog Brewing Co,0.0,0.0
751,"['508 Center St', 'Taft, CA 93268-3109 | Map']",Black Gold Brewing Co,0.0,0.0
752,"['544 Bryant St', 'San Francisco, CA 94107-1217 | Map']",Black Hammer Brewing,0.0,0.0
753,"['25 Scotland Blvd # 1', 'Bridgewater, MA 02324-2302 | Map']",Black Hat Brew Works,0.0,0.0
754,"['115 Hurley Road, Building 9A', 'Oxford, CT 06478-1047 | Map']",Black Hog Brewing Co,0.0,0.0
755,"['11 S King St', 'Leesburg, VA 20175-2903 | Map']",Black Hoof Brewing,0.0,0.0
756,"['7560 S Quincy St', 'Willowbrook, IL 60527-5545 | Map']",Black Horizon Brewing Company,0.0,0.0
757,"['1058 Burton Rd', 'Show Low, AZ 85901-3924 | Map']",Black Horse Brewery,0.0,0.0
758,"['909 E Locust St', 'Milwaukee, WI 53212 | Map']",Black Husky Brewing LLC,0.0,0.0
759,"['19 W Main Ave', 'Spokane, WA 99201-5124 | Map']",Black Label Brewing Company,0.0,0.0
760,"['1 E 14 Mile Rd', 'Clawson, MI 48017-2132 | Map']",Black Lotus Brewing Co,0.0,0.0
761,"['41740 Enterprise Cir N Ste 109', 'Temecula, CA 92590-5652 | Map']",Black Market Brewing Co,0.0,0.0
762,"['3901 N Flood Ave', 'Norman, OK 73069 | Map']",Black Mesa Brewing Company,0.0,0.0
763,"['4522 Chicken City Rd', 'Chincoteague, VA 23336-2303 | Map']",Black Narrows Brewing Company,0.0,0.0
764,"['2550 Jason Ct', 'Oceanside, CA 92056-3592 | Map']",Black Plague Brewing,0.0,0.0
765,"['21A Furnace St', 'Danielson, CT 06239-3040 | Map']",Black Pond Brews,0.0,0.0
766,"['1290 S Broadway', 'Denver, CO 80210-1504 | Map']",Black Project Spontaneous & Wild Ales,0.0,0.0
767,"['14687 NE 95th St', 'Redmond, WA 98052-2556 | Map']",Black Raven Brewing Co,0.0,0.0
768,"['701 Haight St', 'San Francisco, CA 94117-3316 | Map']",Black Sands Brewery,0.0,0.0
769,"['3719 Walnut St', 'Denver, CO 80205-2436 | Map']",Black Shirt Brewing Co,0.0,0.0
770,"['490 Santa Fe Dr', 'Denver, CO 80204-5024 | Map']",Black Sky Brewery,0.0,0.0
771,"['7020 Easy Wind Dr Ste 100', 'Austin, TX 78752-2373 | Map']",Black Star Co-op,0.0,0.0
772,"['2067 E Hadley Rd', 'Plainfield, IN 46168-7484 | Map']",Black Swan Brewpub,0.0,0.0
773,"['312 Broadway St', 'Sheridan, WY 82801-3917 | Map']",Black Tooth Brewing Co,0.0,0.0
774,"['210 S King St', 'Leesburg, VA 20175-3010 | Map']",Black Walnut Brewery,0.0,0.0
775,"['2216 University Blvd', 'Tuscaloosa, AL 35401-1542 | Map']",Black Warrior Brewing Co.,0.0,0.0
776,"['618 NW 60th St Ste A', 'Gainesville, FL 32607-6014 | Map']",Blackadder Brewing Company,0.0,0.0
777,"['700 W Ocean Ave', 'Westport, WA 98595-9603 | Map']",Blackbeard's Brewing Company,0.0,0.0
778,"['910 E Harper Ave', 'Maryville, TN 37804-4023 | Map']",Blackberry Farm Brewery,0.0,0.0
779,"['66 S Park Ave', 'Helena, MT 59601-6271 | Map']",Blackfoot River Brewing Co,0.0,0.0
780,"['132 Franklin St', 'Clarksville, TN 37040-3438 | Map']",Blackhorse Pub and Brewery,0.0,0.0
781,"['4429 Kingston Pike', 'Knoxville, TN 37919-5252 | Map']",Blackhorse Pub and Brewery - Knoxville,0.0,0.0
782,"['120 E Superior St', 'Duluth, MN 55802-2116 | Map']",Blacklist Artisan Ales,0.0,0.0
783,"['1664 S Research Loop Ste 200', 'Tucson, AZ 85710-6767 | Map']",BlackRock Brewers,0.0,0.0
784,"['424 N 3rd St', 'Marquette, MI 49855-3555 | Map']",Blackrocks Brewery,0.0,0.0
785,"['950 W Washington St', 'Marquette, MI 49855-4019 | Map']",Blackrocks Brewery - Production Facility,0.0,0.0
786,"['114 Main St', 'Stevensville, MT 59870-2109 | Map']",Blacksmith Brewing Co,0.0,0.0
787,"['755 Prior Ave N Ste 110', 'Saint Paul, MN 55104-1064 | Map']",BlackStack Brewing,0.0,0.0
788,"['2312 Clifton Ave', 'Nashville, TN 37209-4115 | Map']",Blackstone Brewing Co,0.0,0.0
789,"['912 William Ave', 'Davis, WV 26260-0356 | Map']",Blackwater Brewing Co,0.0,0.0
790,"['701 N Main', 'Bryan, TX 77803 | Map']",Blackwater Draw Brewing Company,0.0,0.0
791,"['1063 Montcalire Dr', 'Ceres, CA 95307 | Map']",Blaker Brewing,0.0,0.0
792,"['46 Betton St Ste 3', 'Brewer, ME 04412-2636 | Map']",Blank Canvas Brewery,0.0,0.0
793,"['404 S Mill Ave Ste 101', 'Tempe, AZ 85281-2879 | Map']",Blasted Barley Beer Company,0.0,0.0
794,"['3 Griffin Rd', 'Epsom, NH 03234-4816 | Map']",Blasty Bough Brewing Company,0.0,0.0
795,"['11426 Rojas Dr Ste A13', 'El Paso, TX 79936-6486 | Map']",Blazing Tree Brewery,0.0,0.0
796,"['1150 S Colony Way Ste 3 Pmb 618', 'Palmer, AK 99645-6972 | Map']",Bleeding Heart Brewery,0.0,0.0
797,"['911 Commercial St', 'Leavenworth, WA 98826-1494 | Map']",Blewett Brewing Company,0.0,0.0
798,"['420 Harrison Dr', 'Centerport, NY 11721-1216 | Map']","Blind Bat Brewery LLC, The",0.0,0.0
799,"['5014 E 62nd St', 'Indianapolis, IN 46220-5228 | Map']",Blind Owl Brewery,0.0,0.0
800,"['120 N Neil St', 'Champaign, IL 61820-4023 | Map']",Blind Pig Brewery,0.0,0.0
801,"['4716 South US Highway 19 E Suite B', 'Plumtree, NC 28664-0173 | Map']",Blind Squirrel Brewery,0.0,0.0
802,"['417 SW 37th St', 'Topeka, KS 66611-2354 | Map']",Blind Tiger Brewery & Restaurant,0.0,0.0
803,"['300 SW Jefferson Ave', 'Corvallis, OR 97333-4607 | Map']",Block 15,0.0,0.0
804,"['3415 SW Deschutes St', 'Corvallis, OR 97333-9283 | Map']",Block 15 Brewery & Tap Room,0.0,0.0
805,"['1140 S Michigan Ave', 'Howell, MI 48843-2669 | Map']",Block Brewing Company,0.0,0.0
806,"['100 Riverside Dr', 'West Newton, PA 15089-1542 | Map']",Bloom Brew,0.0,0.0
807,"['1526 Martin Rd Ste A', 'Bloomer, WI 54724-1764 | Map']",Bloomer Brewing Co,0.0,0.0
808,"['1795 E 10th St', 'Bloomington, IN 47407-6955 | Map']",Bloomington Brewing Co,0.0,0.0
809,"['2234 West Industrial Drive', 'Bloomington, IN 47404 | Map']",Bloomington Brewing Co - Production Facility,0.0,0.0
810,"['152 Sunset Dr', 'Blowing Rock, NC 28605-7205 | Map']",Blowing Rock Brewing Company,0.0,0.0
811,"['301 E 9th St # C', 'Cimarron, NM 87714-4027 | Map']",Blü Dragonfly Brewing,0.0,0.0
812,"['528 S Turner Ave', 'Charlotte, NC 28208-4259 | Map']",Blue Blaze Brewing,0.0,0.0
813,"['925 Robbers Cave Rd', 'Lincoln, NE 68502 | Map']",Blue Blood Brewing Company,0.0,0.0
814,"['113 S Franklin St', 'Titusville, PA 16354-1737 | Map']",Blue Canoe Brewery,0.0,0.0
815,"['1637 E. 15th Street', 'Little Rock, AR 72202 | Map']",Blue Canoe Brewing Co,0.0,0.0
816,"['113 18th St', 'Rock Island, IL 61201-8708 | Map']",Blue Cat Brew Pub,0.0,0.0
817,"['40 Cottage St', 'Poughkeepsie, NY 12601-2015 | Map']","Blue Collar Brewery, Inc.",0.0,0.0
818,"['4056 Cerrillos Rd Ste G', 'Santa Fe, NM 87507-2605 | Map']",Blue Corn Cafe,0.0,0.0
819,"['119 N Michigan Ave', 'Big Rapids, MI 49307-1401 | Map']",Blue Cow Cafe/Big Rapids Brewing Co,0.0,0.0
820,"['210 Artisan Dr', 'Smyrna, DE 19977-3715 | Map']",Blue Earl Brewing Company,0.0,0.0
821,"['1740 Travis Blvd', 'Fairfield, CA 94533-3431 | Map']",Blue Frog Brewing Company,0.0,0.0
822,"['125 Underwood Rd', 'Fletcher, NC 28732- | Map']",Blue Ghost Brewing Company,0.0,0.0
823,"['108 W 9th St', 'Marshfield, WI 54449-4111 | Map']",Blue Heron Brew Pub,0.0,0.0
824,"['2214 New Mexico 68', 'Embudo, NM 87531 | Map']",Blue Heron Brewing,0.0,0.0
825,"['13357 Olde Western Ave', 'Blue Island, IL 60406-2969 | Map']",Blue Island Beer Co,0.0,0.0
826,"['555 Lake Flower Ave', 'Saranac Lake, NY 12983-2465 | Map']",Blue Line Brewery,0.0,0.0
827,"['495 Cooperative Way', 'Arrington, VA 22922-3305 | Map']",Blue Mountain Barrel House and Organic Brewery,0.0,0.0
828,"['9519 Critzers Shop Rd', 'Afton, VA 22920-2415 | Map']",Blue Mountain Brewery,0.0,0.0
829,"['55 N Main St', 'Weaverville, NC 28787-6634 | Map']",Blue Mountain Pizza and Brew Pub,0.0,0.0
830,"['6119 East Ave', 'Hodgkins, IL 60525-4126 | Map']",Blue Nose Brewery,0.0,0.0
831,"['750 Dead Cat Aly', 'Woodland, CA 95695-3435 | Map']",Blue Note Brewing Company,0.0,0.0
832,"['821 Cherry Ln', 'San Carlos, CA 94070-3306 | Map']",Blue Oak Brewing Co,0.0,0.0
833,"['2400 E Cesar Chavez St Ste 300', 'Austin, TX 78702-4638 | Map']",Blue Owl Brewing,0.0,0.0
834,"['500 Lanier Rd, Bld 1 - Ste A', 'Madison, AL 35758-8675 | Map']",Blue Pants Brewery,0.0,0.0
835,"['152 S Water St', 'Marine City, MI 48039-1687 | Map']",Blue Pike Cantina,0.0,0.0
836,"['308 Trade St', 'Greer, SC 29651-3432 | Map']",Blue Ridge Brewing Co/Foothills Brewing,0.0,0.0
837,"['116 N Santa Fe Ave', 'Salina, KS 67401-2614 | Map']",Blue Skye Brewery,0.0,0.0
838,"['4151 E County Line Rd Unit G', 'Centennial, CO 80122-8113 | Map']",Blue Spruce Brewing,0.0,0.0
839,"['10577 W Centennial Rd', 'Littleton, CO 80127-4233 | Map']",Blue Spruce Brewing Littleton,0.0,0.0
840,"['610 W Third St', 'Lexington, KY 40508-1243 | Map']",Blue Stallion Brewing Company,0.0,0.0
841,"['1414 S Alamo St # 105', 'San Antonio, TX 78210-1117 | Map']",Blue Star Brewing Co,0.0,0.0
842,"['207 E Washington St', 'Ann Arbor, MI 48104-2007 | Map']",Blue Tractor Brewing Co,0.0,0.0
843,"['8515 Edinburgh Centre Dr.', 'Brooklyn Park, MN 55443 | Map']",Blue Wolf Brewing Company LLC,0.0,0.0
844,"['13730 Ventura Blvd', 'Sherman Oaks, CA 91423 | Map']",Bluebird Brasserie,0.0,0.0
845,"['7400 Greenwood Ave N', 'Seattle, WA 98103-5044 | Map']",Bluebird Microcreamery and Brewery,0.0,0.0
846,"['1700 Bryant Dr Ste 107', 'Round Rock, TX 78664-3898 | Map']",Bluebonnet Beer Co,0.0,0.0
847,"['300 W Main St', 'Louisville, KY 40202-2945 | Map']",Bluegrass Brewing Co - Brewpub,0.0,0.0
848,"['300 Tingey St SE', 'Washington, DC 20003-4625 | Map']",Bluejacket,0.0,0.0
849,"['1571 Gehman Rd', 'Harleysville, PA 19438-2930 | Map']",Blueprint Brewing Co.,0.0,0.0
850,"['18 Pitney St', 'Sayre, PA 18840-2720 | Map']",Bluestone Brewing Company,0.0,0.0
851,"['731 E College Ave', 'Decatur, GA 30030-5365 | Map']",BlueTarp Brewing Co,0.0,0.0
852,"['318 S Royal Ave', 'Florence, AL 35630-4810 | Map']",Bluewater Brewing Co,0.0,0.0
853,"['10960 Wheatlands Ave Ste 101', 'Santee, CA 92071-5617 | Map']",BNS Brewing & Distilling Co.,0.0,0.0
854,"['18146 Campground Rd', 'Phillipsburg, MO 65722-8122 | Map']",Boat Town Brewing,0.0,0.0
855,"['47 E Sheridan St', 'Ely, MN 55731-1289 | Map']",Boathouse Brewery LLC,0.0,0.0
856,"['16211 Main Avenue SE', 'Prior Lake, MN 55372-2332 | Map']",Boathouse Brothers Brewing Co,0.0,0.0
857,"['432 E Paterson St', 'Kalamazoo, MI 49007-2599 | Map']",Boatyard Brewing Co,0.0,0.0
858,"['5 Main St', 'Bristol, VT 05443-1317 | Map']",Bobcat Brewery & Cafe,0.0,0.0
859,"['220 W Main St', 'Roberts, WI 54023 | Map']",Bobtown Brewhouse & Grill,0.0,0.0
860,"['9 Hill View Ln', 'Boerne, TX 78006-7003 | Map']",Boerne Brewery,0.0,0.0
861,"['601 Gold Ave SW', 'Albuquerque, NM 87102-3119 | Map']",Boese Brothers Brewing,0.0,0.0
862,"['218 W King St', 'Saint Augustine, FL 32084-4144 | Map']",Bog Brewing Company,0.0,0.0
863,"['33 W Main St', 'Norton, MA 02766-2711 | Map']",Bog Iron Brewing Co,0.0,0.0
864,"['14 S 3rd St Ste 1', 'Oxford, PA 19363-1601 | Map']","Bog Turtle Brewery, LLC",0.0,0.0
865,"['3535 S Platte River Dr Ste L', 'Sheridan, CO 80110-3307 | Map']",Boggy Draw Brewery,0.0,0.0
866,"['94 E 7200 S', 'Midvale, UT 84047-1532 | Map']",Bohemian Brewery and Grill,0.0,0.0
867,"['129 N 10th St Ste 8', 'Lincoln, NE 68508-3633 | Map']",Boiler Brewing Company,0.0,0.0
868,"['521 W Broad St', 'Boise, ID 83702-7642 | Map']",Boise Brewing,0.0,0.0
869,"['2670 Rosselle St Ste 7', 'Jacksonville, FL 32204-3004 | Map']",Bold City Brewery,0.0,0.0
870,"['109 E Bay St', 'Jacksonville, FL 32202-3414 | Map']",Bold City Brewery,0.0,0.0
871,"['610 Anderson St', 'Charlotte, NC 28205-1208 | Map']",Bold Missy Brewery,0.0,0.0
872,"['420 E 1st St', 'Valentine, NE 69201-1904 | Map']",Bolo Beer Co,0.0,0.0
873,"['8179 Center St', 'La Mesa, CA 91942-2907 | Map']",Bolt Brewery,0.0,0.0
874,"['100 Wattaquadock Hill Rd', 'Bolton, MA 01740-1238 | Map']",Bolton Beer Works,0.0,0.0
875,"['4933 Lake Shore Dr', 'Bolton Landing, NY 12814-7757 | Map']",Bolton Landing Brewing Co.,0.0,0.0
876,"['2000 Logston Blvd Ste 126', 'Richland, WA 99354-5330 | Map']",Bombing Range Brewing Company,0.0,0.0
877,"['9801 Acoma Rd SE', 'Albuquerque, NM 87123-3301 | Map']",Bombs Away Beer Company,0.0,0.0
878,"['120 Quantum Dr', 'Holly Springs, NC 27540-8861 | Map']",Bombshell Beer Company,0.0,0.0
879,"['404 S Figueroa St Ste 418A', 'Los Angeles, CA 90071-1797 | Map']",Bonaventure Brewing Co,0.0,0.0
880,"['202 E Cedar St', 'Cary, NC 27511-3440 | Map']",Bond Brothers Beer Company,0.0,0.0
881,"['1514 Immokalee Rd Unit 106', 'Naples, FL 34110-1454 | Map']",Bone Hook Brewing Company,0.0,0.0
882,"['1111 Eaton St', 'Key West, FL 33040-6926 | Map']",Bone Island Brewing,0.0,0.0
883,"['38 Norman St', 'Everett, MA 02149-1932 | Map']",Bone Up Brewing Co.,0.0,0.0
884,"['570 Mullica Hill Road', 'Glassboro, NJ 08028 | Map']",Bonesaw Brewing Co.,0.0,0.0
885,"['7462 Derry St', 'Harrisburg, PA 17111-5228 | Map']",Boneshire Brew Works,0.0,0.0
886,"['37 NW Lake Pl Ste B', 'Bend, OR 97703-2971 | Map']",Boneyard Beer Co,0.0,0.0
887,"['127 W 2nd St', 'Eagle, CO 81631 | Map']",Bonfire Brewing,0.0,0.0
888,"['936 Chambers Ct. B-4', 'Eagle, CO 81631-5276 | Map']",Bonfire Brewing Production,0.0,0.0
889,"['310 Taylor St', 'Bethlehem, PA 18015 | Map']",Bonn Place Brewing,0.0,0.0
890,"['1641 N Main St', 'Tooele, UT 84074-8023 | Map']",Bonneville Brewery,0.0,0.0
891,"['549 Wisconsin Ave', 'Whitefish, MT 59937-2127 | Map']",Bonsai Brewing Project,0.0,0.0
892,"['357 Dayton Dr', 'Waynesville, NC 28786-6931 | Map']",Boojum Brewing Company,0.0,0.0
893,"['9402 Uptown Dr Ste 1400', 'Indianapolis, IN 46256-1076 | Map']",Books & Brews,0.0,0.0
894,"['317 Pine St', 'Williamsport, PA 17701-6509 | Map']",Boom City Brewing,0.0,0.0
895,"['2014 Washington Ave North #300', 'Minneapolis, MN 55411-2220 | Map']",Boom Island Brewing Company,0.0,0.0
896,"['700 Jackson St', 'Los Angeles, CA 90012-3443 | Map']",Boomtown Brewery,0.0,0.0
897,"['531 E Howard St', 'Hibbing, MN 55746-1713 | Map']",BoomTown Brewery and Woodfire Grill,0.0,0.0
898,"['302 S Jefferson Ave', 'West Jefferson, NC 28694- | Map']",Boondocks Brewing,0.0,0.0
899,"['816 7th St', 'Boone, IA 50036-2818 | Map']",Boone Valley Brewing Co,0.0,0.0
900,"['465 Industrial Park Dr.', 'Boone, NC 28607 | Map']",Booneshine Brewing Company,0.0,0.0
901,"['301 Adams Pond Rd', 'Boothbay, ME 04537-4334 | Map']","Boothbay Craft Brewery, Inc",0.0,0.0
902,"['45145 829th Rd', 'Taylor, NE 68879-8120 | Map']",Bootleg Brewers - Sandhills Brewing Company,0.0,0.0
903,"['1100 E Truslow Ave', 'Fullerton, CA 92831-4626 | Map']",Bootleggers Brewery,0.0,0.0
904,"['130 S Highland Ave', 'Fullerton, CA 92832-1803 | Map']",Bootleggers Brewery,0.0,0.0
905,"['89 Public Sq', 'Watertown, NY 13601-2626 | Map']","Boots Brewing Company, Inc.",0.0,0.0
906,"['142 Pratt St', 'Longmont, CO 80501 | Map']",Bootstrap Brewing,0.0,0.0
907,"['6778 N 79th St', 'Niwot, CO 80503-7118 | Map']",Bootstrap Brewing Co,0.0,0.0
908,"['2545 Progress St', 'Vista, CA 92081-8483 | Map']",Booze Brothers Brewing Co.,0.0,0.0
909,"['224 N Broadway Ste D14', 'Salem, NH 03079-2145 | Map']",Border Brewery/Border Brew Supply,0.0,0.0
910,"['406 E 18th St', 'Kansas City, MO 64108 | Map']",Border Brewing Company,0.0,0.0
911,"['22 N Dixie Hwy # 28', 'Momence, IL 60954-1504 | Map']",Border Town Pub,0.0,0.0
912,"['2181 Logan Ave', 'San Diego, CA 92113-2203 | Map']",Border X Brewing,0.0,0.0
913,"['2181 Logan Ave', 'San Diego, CA 92113-2203 | Map']",Border X Logan,0.0,0.0
914,"['119 E Toole Ave', 'Tucson, AZ 85701-1210 | Map']",Borderlands Brewing Co,0.0,0.0
915,"['29300 SE Haley Road Ste B', 'Boring, OR 97009 | Map']","Boring Brewing Co., LLC",0.0,0.0
916,"['2120 Madison Ave', 'Memphis, TN 38104-6502 | Map']",Boscos Squared,0.0,0.0
917,"['8900 San Mateo Blvd NE Ste I', 'Albuquerque, NM 87113-2459 | Map']",Bosque Brewing Co,0.0,0.0
918,"['834 W. Highway 550', 'Bernalillo, NM 87004 | Map']",Bosque Brewing Co - Bosque North,0.0,0.0
919,"['2179 Lee Rd', 'Cleveland, OH 44118-2907 | Map']",Boss Dog Brewing,0.0,0.0
920,"['30 Germania St Ste 1', 'Boston, MA 02130-2312 | Map']",Boston Beer Co,0.0,0.0
921,"['1 Design Center Pl Ste 850', 'Boston, MA 02210-2300 | Map']",Boston Beer Co,0.0,0.0
922,"['1072 N Armando St', 'Anaheim, CA 92806-2605 | Map']",Bottle Logic Brewing,0.0,0.0
923,"['230 S 5th St', 'Seward, NE 68434-2520 | Map']",Bottle Rocket Brewing Co,0.0,0.0
924,"['13368 Madison Ave', 'Lakewood, OH 44107-4840 | Map']",BottleHouse Brewery,0.0,0.0
925,"['118 E Mill St', 'Bayfield, CO 81122 | Map']",Bottom Shelf Brewery,0.0,0.0
926,"['3543 E Lake Rd', 'Geneva, NY 14456-9261 | Map']","Bottomless Brewing, LLC",0.0,0.0
927,"['1123 Walnut St', 'Boulder, CO 80302-5116 | Map']",Boulder Beer On Walnut,0.0,0.0
928,"['453 Nevada Way', 'Boulder City, NV 89005-2424 | Map']",Boulder Dam Brewing Company,0.0,0.0
929,"['1107 Railroad Ave', 'Bellingham, WA 98225-5007 | Map']",Boundary Bay Brewery & Bistro,0.0,0.0
930,"['7235 NE 4th Ave', 'Miami, FL 33138-5315 | Map']",Bousa Brewing Company,0.0,0.0
931,"['608 McKnight Ave NW', 'Albuquerque, NM 87102-1237 | Map']",Bow and Arrow Brewing Co.,0.0,0.0
932,"['1014 State Road 436', 'Casselberry, FL 32707-5722 | Map']",Bowigens Beer Company,0.0,0.0
